 Country , Year , IMF based exchange rate , Population , Currency ,  Per capita GNI  ,  Exports of goods and services  ,  Final consumption expenditure  , Gross National Income(GNI) in USD ,  Gross Domestic Product (GDP)  
 Malaysia ,1988,2.619USD,165.2M, Malaysian Ringgit , $2.0K , $234.26M , $22.37B ,$33.33B, $35.27B 
 Malaysia ,1989,2.709USD,170.2M, Malaysian Ringgit , $2.2K , $277.28M , $24.89B ,$36.67B, $38.85B 
 Malaysia ,1990,2.705USD,175.2M, Malaysian Ringgit , $2.4K , $327.83M , $28.88B ,$42.15B, $44.02B 
 Malaysia ,1991,2.750USD,180.2M, Malaysian Ringgit , $2.6K , $382.39M , $32.36B ,$46.66B, $49.13B 
 Malaysia ,1992,2.547USD,185.3M, Malaysian Ringgit , $3.0K , $449.46M , $37.43B ,$56.01B, $59.15B 
 Malaysia ,1993,2.574USD,190.5M, Malaysian Ringgit , $3.3K , $527.94M , $40.75B ,$63.68B, $66.89B 
 Malaysia ,1994,2.624USD,195.9M, Malaysian Ringgit , $3.6K , $664.02M , $44.99B ,$70.90B, $74.48B 
 Malaysia ,1995,2.504USD,201.4M, Malaysian Ringgit , $4.2K , $835.82M , $53.56B ,$84.69B, $88.83B 
 Malaysia ,1996,2.516USD,206.9M, Malaysian Ringgit , $4.6K , $923.54M , $57.62B ,$96.16B, $101.00B 
 Malaysia ,1997,2.813USD,212.5M, Malaysian Ringgit , $4.5K , $934.47M , $56.21B ,$94.80B, $100.00B 
 Malaysia ,1998,3.924USD,218.1M, Malaysian Ringgit , $3.1K , $835.38M , $37.05B ,$68.27B, $72.18B 
 Malaysia ,1999,3.800USD,223.7M, Malaysian Ringgit , $3.3K , $960.16M , $41.61B ,$73.65B, $79.15B 
 Malaysia ,2000,3.800USD,229.5M, Malaysian Ringgit , $3.8K , $1120.00M , $50.57B ,$86.18B, $93.79B 
 Malaysia ,2001,3.800USD,235.4M, Malaysian Ringgit , $3.7K , $1020.00M , $53.96B ,$86.04B, $92.78B 
 Malaysia ,2002,3.800USD,241.4M, Malaysian Ringgit , $3.9K , $1090.00M , $58.46B ,$94.25B, $101.00B 
 Malaysia ,2003,3.800USD,247.4M, Malaysian Ringgit , $4.2K , $1180.00M , $63.42B ,$104.00B, $110.00B 
 Malaysia ,2004,3.800USD,253.3M, Malaysian Ringgit , $4.7K , $1440.00M , $70.58B ,$118.00B, $125.00B 
 Malaysia ,2005,3.787USD,259.2M, Malaysian Ringgit , $5.3K , $1620.00M , $79.89B ,$137.00B, $144.00B 
 Malaysia ,2006,3.668USD,265.1M, Malaysian Ringgit , $6.0K , $1830.00M , $90.30B ,$158.00B, $163.00B 
 Malaysia ,2007,3.438USD,270.9M, Malaysian Ringgit , $7.0K , $2050.00M , $110.00B ,$189.00B, $194.00B 
 Malaysia ,2008,3.336USD,276.6M, Malaysian Ringgit , $8.1K , $2300.00M , $130.00B ,$224.00B, $231.00B 
 Malaysia ,2009,3.525USD,282.2M, Malaysian Ringgit , $7.0K , $1850.00M , $125.00B ,$198.00B, $202.00B 
 Malaysia ,2010,3.221USD,287.2M, Malaysian Ringgit , $8.6K , $2220.00M , $155.00B ,$247.00B, $255.00B 
 Malaysia ,2011,3.060USD,291.8M, Malaysian Ringgit , $10.0K , $2540.00M , $182.00B ,$291.00B, $298.00B 
 Malaysia ,2012,3.089USD,296.6M, Malaysian Ringgit , $10.2K , $2490.00M , $200.00B ,$303.00B, $314.00B 
 Malaysia ,2013,3.151USD,301.3M, Malaysian Ringgit , $10.4K , $2440.00M , $212.00B ,$312.00B, $323.00B 
 Malaysia ,2014,3.273USD,306.1M, Malaysian Ringgit , $10.7K , $2490.00M , $222.00B ,$327.00B, $338.00B 
 Malaysia ,2015,3.906USD,310.7M, Malaysian Ringgit , $9.4K , $2090.00M , $202.00B ,$293.00B, $301.00B 
 Malaysia ,2016,4.148USD,315.3M, Malaysian Ringgit , $9.3K , $2010.00M , $203.00B ,$293.00B, $301.00B 
 Malaysia ,2017,4.300USD,319.8M, Malaysian Ringgit , $9.7K , $2230.00M , $216.00B ,$310.00B, $319.00B 
 Malaysia ,2018,4.035USD,324.0M, Malaysian Ringgit , $10.7K , $2460.00M , $249.00B ,$348.00B, $359.00B 
 Malaysia ,2019,4.142USD,328.0M, Malaysian Ringgit , $10.8K , $2380.00M , $261.00B ,$356.00B, $365.00B 
 Malaysia ,2020,4.203USD,332.0M, Malaysian Ringgit , $9.9K , $2070.00M , $249.00B ,$330.00B, $337.00B 
 Malaysia ,2021,4.143USD,335.7M, Malaysian Ringgit , $10.8K , $2570.00M , $263.00B ,$362.00B, $373.00B 
 Maldives ,1970,4.750USD,1.2M, Rufiyaa , $0.3K , $.30M , $.03B ,$.04B, $.04B 
 Maldives ,1971,4.734USD,1.3M, Rufiyaa , $0.4K , $.34M , $.03B ,$.04B, $.05B 
 Maldives ,1972,4.375USD,1.3M, Rufiyaa , $0.4K , $.39M , $.03B ,$.05B, $.06B 
 Maldives ,1973,3.986USD,1.3M, Rufiyaa , $0.5K , $.48M , $.04B ,$.06B, $.07B 
 Maldives ,1974,3.930USD,1.4M, Rufiyaa , $0.6K , $.61M , $.05B ,$.08B, $.09B 
 Maldives ,1975,5.765USD,1.4M, Rufiyaa , $0.4K , $.38M , $.03B ,$.05B, $.05B 
 Maldives ,1976,8.365USD,1.5M, Rufiyaa , $0.3K , $.35M , $.03B ,$.05B, $.05B 
 Maldives ,1977,8.767USD,1.5M, Rufiyaa , $0.3K , $.33M , $.03B ,$.04B, $.05B 
 Maldives ,1978,8.969USD,1.6M, Rufiyaa , $0.3K , $.38M , $.03B ,$.05B, $.05B 
 Maldives ,1979,7.489USD,1.6M, Rufiyaa , $0.5K , $.60M , $.05B ,$.08B, $.08B 
 Maldives ,1980,7.550USD,1.6M, Rufiyaa , $0.5K , $.66M , $.06B ,$.09B, $.09B 
 Maldives ,1981,7.550USD,1.7M, Rufiyaa , $0.6K , $.70M , $.07B ,$.09B, $.10B 
 Maldives ,1982,7.174USD,1.7M, Rufiyaa , $0.7K , $.89M , $.08B ,$.12B, $.13B 
 Maldives ,1983,7.050USD,1.8M, Rufiyaa , $0.7K , $.93M , $.08B ,$.12B, $.13B 
 Maldives ,1984,7.050USD,1.8M, Rufiyaa , $0.8K , $1.07M , $.09B ,$.14B, $.15B 
 Maldives ,1985,7.098USD,1.9M, Rufiyaa , $0.8K , $1.18M , $.10B ,$.16B, $.17B 
 Maldives ,1986,7.151USD,2.0M, Rufiyaa , $0.9K , $1.32M , $.11B ,$.18B, $.19B 
 Maldives ,1987,9.223USD,2.0M, Rufiyaa , $0.9K , $1.31M , $.11B ,$.18B, $.18B 
 Maldives ,1988,8.785USD,2.1M, Rufiyaa , $1.0K , $1.57M , $.14B ,$.21B, $.22B 
 Maldives ,1989,9.041USD,2.2M, Rufiyaa , $1.1K , $1.76M , $.15B ,$.23B, $.25B 
 Maldives ,1990,9.552USD,2.2M, Rufiyaa , $1.2K , $2.00M , $.17B ,$.27B, $.28B 
 Maldives ,1991,10.253USD,2.3M, Rufiyaa , $1.3K , $2.27M , $.20B ,$.30B, $.32B 
 Maldives ,1992,10.569USD,2.4M, Rufiyaa , $1.5K , $2.65M , $.23B ,$.35B, $.37B 
 Maldives ,1993,10.957USD,2.5M, Rufiyaa , $1.6K , $3.00M , $.26B ,$.40B, $.42B 
 Maldives ,1994,11.586USD,2.5M, Rufiyaa , $1.8K , $3.30M , $.29B ,$.44B, $.46B 
 Maldives ,1995,11.770USD,2.6M, Rufiyaa , $2.1K , $4.07M , $.35B ,$.54B, $.57B 
 Maldives ,1996,11.770USD,2.6M, Rufiyaa , $2.4K , $4.54M , $.38B ,$.63B, $.64B 
 Maldives ,1997,11.770USD,2.7M, Rufiyaa , $2.7K , $5.10M , $.45B ,$.72B, $.72B 
 Maldives ,1998,11.770USD,2.7M, Rufiyaa , $2.7K , $5.49M , $.47B ,$.74B, $.77B 
 Maldives ,1999,11.770USD,2.8M, Rufiyaa , $2.9K , $5.87M , $.53B ,$.82B, $.84B 
 Maldives ,2000,11.770USD,2.8M, Rufiyaa , $3.1K , $6.15M , $.55B ,$.88B, $.89B 
 Maldives ,2001,12.242USD,2.9M, Rufiyaa , $3.1K , $5.97M , $.54B ,$.88B, $.89B 
 Maldives ,2002,12.800USD,2.9M, Rufiyaa , $3.2K , $6.30M , $.55B ,$.92B, $.91B 
 Maldives ,2003,12.800USD,3.0M, Rufiyaa , $3.5K , $7.61M , $.56B ,$1.05B, $1.05B 
 Maldives ,2004,12.800USD,3.0M, Rufiyaa , $4.1K , $9.79M , $.68B ,$1.23B, $1.23B 
 Maldives ,2005,12.800USD,3.1M, Rufiyaa , $3.9K , $7.73M , $.75B ,$1.20B, $1.16B 
 Maldives ,2006,12.800USD,3.1M, Rufiyaa , $5.1K , $11.92M , $.86B ,$1.61B, $1.58B 
 Maldives ,2007,12.800USD,3.3M, Rufiyaa , $4.9K , $13.73M , $1.08B ,$1.59B, $1.87B 
 Maldives ,2008,12.800USD,3.4M, Rufiyaa , $5.9K , $17.60M , $1.35B ,$1.99B, $2.27B 
 Maldives ,2009,12.800USD,3.5M, Rufiyaa , $6.0K , $15.91M , $1.43B ,$2.09B, $2.35B 
 Maldives ,2010,12.800USD,3.6M, Rufiyaa , $6.3K , $17.47M , $1.47B ,$2.28B, $2.59B 
 Maldives ,2011,14.602USD,3.7M, Rufiyaa , $6.6K , $22.77M , $1.50B ,$2.48B, $2.77B 
 Maldives ,2012,15.365USD,3.9M, Rufiyaa , $6.7K , $29.92M , $1.58B ,$2.61B, $2.89B 
 Maldives ,2013,15.367USD,4.0M, Rufiyaa , $7.3K , $31.01M , $1.81B ,$2.93B, $3.30B 
 Maldives ,2014,15.380USD,4.2M, Rufiyaa , $8.0K , $33.75M , $2.05B ,$3.34B, $3.70B 
 Maldives ,2015,15.366USD,4.4M, Rufiyaa , $8.7K , $32.20M , $2.43B ,$3.78B, $4.11B 
 Maldives ,2016,15.368USD,4.5M, Rufiyaa , $8.9K , $31.52M , $2.71B ,$4.03B, $4.38B 
 Maldives ,2017,15.387USD,4.7M, Rufiyaa , $9.3K , $34.38M , $2.94B ,$4.38B, $4.75B 
 Maldives ,2018,15.391USD,4.9M, Rufiyaa , $9.8K , $37.17M , $3.28B ,$4.81B, $5.30B 
 Maldives ,2019,15.382USD,5.0M, Rufiyaa , $10.0K , $38.94M , $3.49B ,$5.05B, $5.61B 
 Maldives ,2020,15.381USD,5.1M, Rufiyaa , $6.7K , $18.52M , $2.75B ,$3.44B, $3.75B 
 Maldives ,2021,15.373USD,5.2M, Rufiyaa , $9.4K , $40.97M , $2.80B ,$4.90B, $5.41B 
 Mali ,1970,276.403USD,61.5M, CFA Franc BCEAO , $0.1K , $.58M , $.28B ,$.32B, $.32B 
 Mali ,1971,253.027USD,62.5M, CFA Franc BCEAO , $0.1K , $.74M , $.33B ,$.39B, $.38B 
 Mali ,1972,252.028USD,63.5M, CFA Franc BCEAO , $0.1K , $.79M , $.39B ,$.44B, $.43B 
 Mali ,1973,222.889USD,64.6M, CFA Franc BCEAO , $0.1K , $.94M , $.49B ,$.50B, $.50B 
 Mali ,1974,240.705USD,65.7M, CFA Franc BCEAO , $0.1K , $1.16M , $.56B ,$.48B, $.47B 
 Mali ,1975,214.313USD,66.9M, CFA Franc BCEAO , $0.1K , $1.27M , $.73B ,$.99B, $.70B 
 Mali ,1976,238.950USD,68.1M, CFA Franc BCEAO , $0.1K , $1.65M , $.77B ,$.85B, $.83B 
 Mali ,1977,245.680USD,69.4M, CFA Franc BCEAO , $0.1K , $2.06M , $.83B ,$.99B, $.97B 
 Mali ,1978,225.656USD,70.7M, CFA Franc BCEAO , $0.2K , $1.74M , $1.06B ,$1.07B, $1.12B 
 Mali ,1979,212.722USD,72.2M, CFA Franc BCEAO , $0.2K , $2.26M , $1.37B ,$1.38B, $1.42B 
 Mali ,1980,211.280USD,73.7M, CFA Franc BCEAO , $0.2K , $3.22M , $1.57B ,$1.61B, $1.65B 
 Mali ,1981,271.731USD,75.3M, CFA Franc BCEAO , $0.2K , $1.61M , $1.37B ,$1.54B, $1.52B 
 Mali ,1982,328.606USD,77.0M, CFA Franc BCEAO , $0.2K , $1.50M , $1.29B ,$1.34B, $1.34B 
 Mali ,1983,381.066USD,78.6M, CFA Franc BCEAO , $0.1K , $1.62M , $1.20B ,$1.18B, $1.17B 
 Mali ,1984,436.957USD,80.3M, CFA Franc BCEAO , $0.1K , $1.93M , $1.15B ,$1.15B, $1.15B 
 Mali ,1985,449.263USD,81.9M, CFA Franc BCEAO , $0.1K , $1.69M , $1.32B ,$1.15B, $1.26B 
 Mali ,1986,346.306USD,83.3M, CFA Franc BCEAO , $0.2K , $2.01M , $1.75B ,$1.70B, $1.84B 
 Mali ,1987,300.537USD,84.7M, CFA Franc BCEAO , $0.3K , $2.46M , $1.98B ,$2.15B, $2.18B 
 Mali ,1988,297.848USD,86.2M, CFA Franc BCEAO , $0.3K , $2.61M , $2.21B ,$2.22B, $2.25B 
 Mali ,1989,319.008USD,87.7M, CFA Franc BCEAO , $0.3K , $2.55M , $2.15B ,$2.23B, $2.26B 
 Mali ,1990,272.265USD,89.5M, CFA Franc BCEAO , $0.3K , $3.42M , $2.56B ,$2.48B, $2.73B 
 Mali ,1991,282.107USD,91.2M, CFA Franc BCEAO , $0.3K , $3.87M , $2.90B ,$2.42B, $3.01B 
 Mali ,1992,264.692USD,93.1M, CFA Franc BCEAO , $0.3K , $4.28M , $2.95B ,$2.75B, $3.10B 
 Mali ,1993,283.163USD,95.1M, CFA Franc BCEAO , $0.3K , $4.12M , $2.97B ,$3.06B, $3.05B 
 Mali ,1994,555.205USD,97.1M, CFA Franc BCEAO , $0.2K , $3.99M , $2.00B ,$2.21B, $2.23B 
 Mali ,1995,499.148USD,99.2M, CFA Franc BCEAO , $0.3K , $5.62M , $2.57B ,$2.79B, $2.84B 
 Mali ,1996,511.552USD,101.3M, CFA Franc BCEAO , $0.3K , $5.60M , $2.79B ,$3.09B, $3.15B 
 Mali ,1997,583.669USD,103.6M, CFA Franc BCEAO , $0.3K , $6.41M , $2.44B ,$2.82B, $2.87B 
 Mali ,1998,589.952USD,106.2M, CFA Franc BCEAO , $0.3K , $6.16M , $2.93B ,$3.22B, $3.28B 
 Mali ,1999,615.699USD,109.2M, CFA Franc BCEAO , $0.3K , $6.97M , $3.15B ,$3.39B, $3.44B 
 Mali ,2000,711.976USD,112.4M, CFA Franc BCEAO , $0.3K , $6.64M , $2.76B ,$2.92B, $2.95B 
 Mali ,2001,733.039USD,115.8M, CFA Franc BCEAO , $0.3K , $9.12M , $3.02B ,$3.30B, $3.47B 
 Mali ,2002,696.988USD,119.5M, CFA Franc BCEAO , $0.3K , $10.93M , $3.34B ,$3.65B, $3.89B 
 Mali ,2003,581.200USD,123.4M, CFA Franc BCEAO , $0.4K , $12.12M , $4.06B ,$4.54B, $4.70B 
 Mali ,2004,528.285USD,127.5M, CFA Franc BCEAO , $0.4K , $12.89M , $4.70B ,$5.26B, $5.44B 
 Mali ,2005,527.468USD,131.8M, CFA Franc BCEAO , $0.5K , $14.36M , $5.45B ,$6.04B, $6.25B 
 Mali ,2006,522.890USD,136.2M, CFA Franc BCEAO , $0.5K , $19.62M , $5.72B ,$6.64B, $6.90B 
 Mali ,2007,479.267USD,140.8M, CFA Franc BCEAO , $0.6K , $19.67M , $6.88B ,$7.85B, $8.15B 
 Mali ,2008,447.805USD,145.5M, CFA Franc BCEAO , $0.6K , $24.64M , $8.68B ,$9.44B, $9.75B 
 Mali ,2009,472.186USD,150.3M, CFA Franc BCEAO , $0.6K , $22.13M , $8.66B ,$9.72B, $10.18B 
 Mali ,2010,495.277USD,155.3M, CFA Franc BCEAO , $0.7K , $24.39M , $9.43B ,$10.26B, $10.68B 
 Mali ,2011,471.866USD,160.4M, CFA Franc BCEAO , $0.8K , $29.49M , $11.52B ,$12.52B, $12.98B 
 Mali ,2012,510.527USD,165.1M, CFA Franc BCEAO , $0.7K , $34.66M , $10.73B ,$11.98B, $12.44B 
 Mali ,2013,494.040USD,170.0M, CFA Franc BCEAO , $0.8K , $33.57M , $11.85B ,$12.81B, $13.25B 
 Mali ,2014,494.415USD,175.5M, CFA Franc BCEAO , $0.8K , $32.36M , $13.69B ,$14.00B, $14.39B 
 Mali ,2015,591.659USD,181.1M, CFA Franc BCEAO , $0.7K , $31.48M , $12.41B ,$12.80B, $13.09B 
 Mali ,2016,592.606USD,187.0M, CFA Franc BCEAO , $0.7K , $32.88M , $13.03B ,$13.65B, $14.03B 
 Mali ,2017,580.657USD,193.1M, CFA Franc BCEAO , $0.8K , $34.13M , $14.14B ,$14.86B, $15.37B 
 Mali ,2018,555.446USD,199.3M, CFA Franc BCEAO , $0.8K , $41.86M , $15.47B ,$16.56B, $17.07B 
 Mali ,2019,585.911USD,205.7M, CFA Franc BCEAO , $0.8K , $44.42M , $15.50B ,$16.58B, $17.28B 
 Mali ,2020,575.586USD,212.2M, CFA Franc BCEAO , $0.8K , $53.54M , $15.58B ,$16.73B, $17.47B 
 Mali ,2021,554.531USD,219.0M, CFA Franc BCEAO , $0.8K , $56.63M , $17.11B ,$18.59B, $19.16B 
 Malta ,1970,0.971USD,3.2M, Euro , $0.9K , $1.75M , $.25B ,$.28B, $.26B 
 Malta ,1971,0.948USD,3.2M, Euro , $0.9K , $1.90M , $.26B ,$.30B, $.28B 
 Malta ,1972,0.889USD,3.2M, Euro , $1.1K , $2.17M , $.30B ,$.33B, $.31B 
 Malta ,1973,0.859USD,3.2M, Euro , $1.2K , $3.16M , $.34B ,$.38B, $.36B 
 Malta ,1974,0.898USD,3.2M, Euro , $1.4K , $4.43M , $.39B ,$.43B, $.39B 
 Malta ,1975,0.896USD,3.2M, Euro , $1.7K , $5.53M , $.44B ,$.55B, $.49B 
 Malta ,1976,0.990USD,3.2M, Euro , $1.9K , $6.29M , $.45B ,$.60B, $.55B 
 Malta ,1977,0.984USD,3.2M, Euro , $2.2K , $7.60M , $.57B ,$.71B, $.65B 
 Malta ,1978,0.898USD,3.3M, Euro , $2.7K , $9.22M , $.68B ,$.88B, $.83B 
 Malta ,1979,0.835USD,3.3M, Euro , $3.3K , $12.56M , $.81B ,$1.09B, $1.04B 
 Malta ,1980,0.805USD,3.3M, Euro , $4.2K , $15.98M , $1.03B ,$1.41B, $1.30B 
 Malta ,1981,0.901USD,3.4M, Euro , $4.2K , $14.25M , $1.03B ,$1.42B, $1.29B 
 Malta ,1982,0.960USD,3.4M, Euro , $4.2K , $12.01M , $1.06B ,$1.44B, $1.28B 
 Malta ,1983,1.007USD,3.4M, Euro , $3.9K , $11.01M , $1.01B ,$1.32B, $1.21B 
 Malta ,1984,1.074USD,3.5M, Euro , $3.7K , $10.86M , $.97B ,$1.27B, $1.15B 
 Malta ,1985,1.093USD,3.5M, Euro , $3.6K , $11.39M , $1.00B ,$1.26B, $1.16B 
 Malta ,1986,0.915USD,3.5M, Euro , $4.5K , $14.58M , $1.24B ,$1.58B, $1.49B 
 Malta ,1987,0.805USD,3.6M, Euro , $5.4K , $19.25M , $1.46B ,$1.93B, $1.82B 
 Malta ,1988,0.771USD,3.6M, Euro , $6.2K , $22.46M , $1.67B ,$2.21B, $2.10B 
 Malta ,1989,0.812USD,3.6M, Euro , $6.4K , $24.14M , $1.76B ,$2.33B, $2.20B 
 Malta ,1990,0.740USD,3.7M, Euro , $7.8K , $30.52M , $2.08B ,$2.86B, $2.65B 
 Malta ,1991,0.753USD,3.7M, Euro , $8.3K , $33.62M , $2.22B ,$3.05B, $2.86B 
 Malta ,1992,0.743USD,3.7M, Euro , $8.9K , $39.03M , $2.44B ,$3.31B, $3.15B 
 Malta ,1993,0.890USD,3.8M, Euro , $7.8K , $36.30M , $2.19B ,$2.94B, $2.82B 
 Malta ,1994,0.880USD,3.8M, Euro , $8.4K , $40.72M , $2.42B ,$3.19B, $3.12B 
 Malta ,1995,0.822USD,3.8M, Euro , $9.9K , $47.13M , $2.96B ,$3.78B, $3.72B 
 Malta ,1996,0.840USD,3.9M, Euro , $10.0K , $43.62M , $3.17B ,$3.85B, $3.82B 
 Malta ,1997,0.899USD,3.9M, Euro , $9.8K , $41.79M , $3.09B ,$3.83B, $3.79B 
 Malta ,1998,0.905USD,3.9M, Euro , $10.1K , $43.89M , $3.24B ,$3.97B, $4.01B 
 Malta ,1999,0.929USD,4.0M, Euro , $10.5K , $46.03M , $3.35B ,$4.18B, $4.12B 
 Malta ,2000,1.021USD,4.0M, Euro , $9.8K , $48.94M , $3.30B ,$3.92B, $4.07B 
 Malta ,2001,1.048USD,4.0M, Euro , $10.2K , $44.42M , $3.41B ,$4.11B, $4.09B 
 Malta ,2002,1.010USD,4.0M, Euro , $11.1K , $50.70M , $3.57B ,$4.50B, $4.47B 
 Malta ,2003,0.879USD,4.1M, Euro , $13.3K , $58.58M , $4.36B ,$5.43B, $5.45B 
 Malta ,2004,0.803USD,4.1M, Euro , $14.9K , $62.88M , $5.02B ,$6.07B, $6.10B 
 Malta ,2005,0.805USD,4.1M, Euro , $15.1K , $66.35M , $5.30B ,$6.21B, $6.41B 
 Malta ,2006,0.794USD,4.1M, Euro , $15.9K , $83.96M , $5.68B ,$6.53B, $6.80B 
 Malta ,2007,0.726USD,4.1M, Euro , $18.4K , $103.08M , $6.40B ,$7.58B, $7.98B 
 Malta ,2008,0.683USD,4.1M, Euro , $21.7K , $134.99M , $7.25B ,$8.95B, $9.09B 
 Malta ,2009,0.720USD,4.2M, Euro , $19.8K , $127.85M , $7.03B ,$8.24B, $8.70B 
 Malta ,2010,0.755USD,4.2M, Euro , $20.4K , $136.26M , $7.01B ,$8.56B, $9.03B 
 Malta ,2011,0.719USD,4.2M, Euro , $22.2K , $154.58M , $7.78B ,$9.40B, $9.63B 
 Malta ,2012,0.778USD,4.3M, Euro , $21.0K , $154.35M , $7.50B ,$9.02B, $9.46B 
 Malta ,2013,0.753USD,4.4M, Euro , $22.9K , $164.52M , $8.04B ,$10.02B, $10.55B 
 Malta ,2014,0.754USD,4.5M, Euro , $24.7K , $173.94M , $8.40B ,$11.01B, $11.61B 
 Malta ,2015,0.902USD,4.6M, Euro , $22.9K , $171.43M , $7.33B ,$10.47B, $11.09B 
 Malta ,2016,0.904USD,4.7M, Euro , $22.5K , $184.00M , $7.48B ,$10.52B, $11.66B 
 Malta ,2017,0.885USD,4.8M, Euro , $25.3K , $213.19M , $8.10B ,$12.14B, $13.48B 
 Malta ,2018,0.847USD,4.9M, Euro , $28.8K , $249.05M , $9.48B ,$14.18B, $15.29B 
 Malta ,2019,0.893USD,5.0M, Euro , $28.9K , $265.19M , $9.75B ,$14.55B, $15.87B 
 Malta ,2020,0.876USD,5.2M, Euro , $26.3K , $268.71M , $9.74B ,$13.57B, $15.04B 
 Malta ,2021,0.845USD,5.3M, Euro , $31.1K , $301.87M , $11.02B ,$16.40B, $17.72B 
 Mauritania ,1970,5.554USD,11.2M, Ouguiya , $0.4K , $1.05M , $.33B ,$.44B, $.46B 
 Mauritania ,1971,5.543USD,11.6M, Ouguiya , $0.4K , $1.12M , $.35B ,$.47B, $.49B 
 Mauritania ,1972,5.041USD,11.9M, Ouguiya , $0.5K , $2.03M , $.41B ,$.55B, $.57B 
 Mauritania ,1973,4.458USD,12.3M, Ouguiya , $0.5K , $1.77M , $.51B ,$.63B, $.65B 
 Mauritania ,1974,4.533USD,12.6M, Ouguiya , $0.6K , $2.50M , $.65B ,$.82B, $.82B 
 Mauritania ,1975,4.310USD,13.0M, Ouguiya , $0.8K , $2.26M , $.92B ,$1.07B, $1.07B 
 Mauritania ,1976,4.502USD,13.4M, Ouguiya , $0.9K , $2.46M , $1.09B ,$1.19B, $1.20B 
 Mauritania ,1977,4.559USD,13.8M, Ouguiya , $0.9K , $2.18M , $1.19B ,$1.20B, $1.23B 
 Mauritania ,1978,4.616USD,14.2M, Ouguiya , $0.8K , $1.96M , $1.37B ,$1.17B, $1.21B 
 Mauritania ,1979,4.589USD,14.6M, Ouguiya , $1.0K , $2.35M , $1.63B ,$1.48B, $1.51B 
 Mauritania ,1980,4.591USD,15.1M, Ouguiya , $1.2K , $3.07M , $1.94B ,$1.85B, $1.86B 
 Mauritania ,1981,4.830USD,15.5M, Ouguiya , $1.3K , $3.06M , $2.04B ,$1.96B, $2.01B 
 Mauritania ,1982,5.177USD,16.0M, Ouguiya , $1.1K , $3.64M , $1.86B ,$1.81B, $1.85B 
 Mauritania ,1983,5.481USD,16.5M, Ouguiya , $1.1K , $4.38M , $1.98B ,$1.80B, $1.88B 
 Mauritania ,1984,6.380USD,17.0M, Ouguiya , $0.9K , $4.02M , $1.55B ,$1.61B, $1.63B 
 Mauritania ,1985,7.709USD,17.5M, Ouguiya , $0.8K , $4.90M , $1.45B ,$1.38B, $1.53B 
 Mauritania ,1986,7.438USD,18.0M, Ouguiya , $0.9K , $5.43M , $1.90B ,$1.63B, $1.80B 
 Mauritania ,1987,7.388USD,18.5M, Ouguiya , $1.0K , $5.37M , $2.07B ,$1.93B, $2.04B 
 Mauritania ,1988,7.526USD,19.1M, Ouguiya , $1.1K , $5.78M , $2.09B ,$2.02B, $2.14B 
 Mauritania ,1989,8.305USD,19.6M, Ouguiya , $1.1K , $5.87M , $2.11B ,$2.11B, $2.19B 
 Mauritania ,1990,8.061USD,20.1M, Ouguiya , $1.1K , $5.81M , $2.30B ,$2.18B, $2.29B 
 Mauritania ,1991,8.195USD,20.7M, Ouguiya , $1.2K , $5.82M , $2.47B ,$2.38B, $2.45B 
 Mauritania ,1992,8.703USD,21.5M, Ouguiya , $1.1K , $5.33M , $2.55B ,$2.42B, $2.49B 
 Mauritania ,1993,12.081USD,22.4M, Ouguiya , $0.9K , $5.17M , $2.21B ,$1.91B, $2.12B 
 Mauritania ,1994,12.358USD,23.2M, Ouguiya , $0.9K , $5.18M , $2.18B ,$2.15B, $2.25B 
 Mauritania ,1995,12.977USD,23.8M, Ouguiya , $1.0K , $6.14M , $2.00B ,$2.26B, $2.37B 
 Mauritania ,1996,13.722USD,24.3M, Ouguiya , $0.9K , $6.23M , $2.23B ,$2.30B, $2.40B 
 Mauritania ,1997,15.185USD,24.8M, Ouguiya , $0.9K , $5.40M , $2.18B ,$2.35B, $2.33B 
 Mauritania ,1998,18.848USD,25.5M, Ouguiya , $0.8K , $4.97M , $1.88B ,$2.06B, $2.03B 
 Mauritania ,1999,20.951USD,26.2M, Ouguiya , $0.8K , $4.48M , $1.84B ,$2.02B, $1.99B 
 Mauritania ,2000,23.892USD,27.0M, Ouguiya , $0.7K , $4.54M , $1.72B ,$1.80B, $1.78B 
 Mauritania ,2001,25.563USD,27.6M, Ouguiya , $0.6K , $4.46M , $1.70B ,$1.70B, $1.75B 
 Mauritania ,2002,27.174USD,28.2M, Ouguiya , $0.7K , $4.40M , $1.74B ,$1.97B, $1.78B 
 Mauritania ,2003,26.303USD,28.8M, Ouguiya , $0.7K , $3.92M , $1.96B ,$2.14B, $2.05B 
 Mauritania ,2004,25.719USD,29.5M, Ouguiya , $0.9K , $5.67M , $2.28B ,$2.63B, $2.44B 
 Mauritania ,2005,26.553USD,30.1M, Ouguiya , $1.0K , $7.86M , $2.52B ,$3.00B, $2.94B 
 Mauritania ,2006,26.860USD,30.8M, Ouguiya , $1.2K , $16.60M , $2.82B ,$3.85B, $3.92B 
 Mauritania ,2007,25.859USD,31.5M, Ouguiya , $1.4K , $17.61M , $3.34B ,$4.29B, $4.35B 
 Mauritania ,2008,23.820USD,32.3M, Ouguiya , $1.6K , $21.66M , $4.06B ,$5.18B, $5.21B 
 Mauritania ,2009,26.237USD,33.2M, Ouguiya , $1.4K , $17.56M , $3.82B ,$4.77B, $4.71B 
